grade,emp_length,home_ownership,income,state,debt to income,earliest credit,
C,10+ years,OWN,100000,CO,18.87,1983,
C,6 years,MORTGAGE,60000,MD,17.11,2004,
C,10+ years,RENT,60000,MN,20,2005,
C,10+ years,RENT,80000,NC,18.17,2004,
C,10+ years,RENT,150000,SC,10.35,1992,
C,10+ years,MORTGAGE,125000,NY,27.81,2002,
C,n/a,RENT,20000,CA,19.6,1996,
C,1 year,MORTGAGE,60000,MD,15.98,2006,
C,n/a,RENT,40000,FL,8.77,1994,
C,3 years,MORTGAGE,40000,FL,12.96,1999,
C,6 years,MORTGAGE,100000,KS,23.01,2003,
C,7 years,MORTGAGE,40000,RI,15.58,1999,
C,n/a,RENT,60000,GA,32.13,1998,
C,4 years,OWN,40000,TX,27.65,1997,
C,9 years,MORTGAGE,60000,MN,29.99,2002,
C,5 years,OWN,30000,WY,28.72,1995,
C,10+ years,OWN,80000,CA,16.29,2004,
C,< 1 year,RENT,40000,NY,5.5,2010,
C,8 years,RENT,80000,CA,2.97,2006,
C,10+ years,MORTGAGE,60000,PA,32.38,2006,
C,3 years,RENT,100000,NJ,17.68,2002,
C,6 years,MORTGAGE,100000,IN,11.63,2002,
C,2 years,RENT,60000,VA,15.82,1991,
C,< 1 year,RENT,40000,FL,11.33,2007,
C,2 years,RENT,40000,NY,8.04,2012,
C,10+ years,MORTGAGE,100000,CT,16.71,1998,
C,< 1 year,RENT,80000,CA,46.89,2000,
C,n/a,RENT,80000,OR,14.71,1988,
C,1 year,MORTGAGE,100000,VA,24.63,1991,
C,10+ years,MORTGAGE,80000,TX,13,1992,
C,8 years,MORTGAGE,100000,NJ,8.2,2001,
C,8 years,RENT,40000,GA,33.18,2003,
C,< 1 year,MORTGAGE,60000,MO,29.33,2001,
C,10+ years,RENT,80000,NJ,31.74,2008,
C,10+ years,MORTGAGE,30000,TX,25.73,2001,
C,n/a,OWN,30000,NC,16.86,1969,
C,< 1 year,MORTGAGE,10000,SC,141,1964,
C,1 year,MORTGAGE,150000,NJ,22.21,2002,
C,6 years,MORTGAGE,40000,FL,25.02,2005,
C,7 years,MORTGAGE,40000,CA,10.9,2002,
C,3 years,MORTGAGE,100000,CA,7.35,2002,
C,8 years,MORTGAGE,100000,IL,11.7,2003,
C,6 years,MORTGAGE,80000,TX,24.17,2005,
C,< 1 year,RENT,15000,OH,22.63,2006,
C,9 years,RENT,60000,CA,11.63,2006,
C,10+ years,MORTGAGE,60000,TN,17.67,1987,
C,8 years,RENT,60000,MD,17.07,2004,
C,10+ years,OWN,40000,TX,3.44,2004,
C,9 years,RENT,40000,AZ,19.35,2007,
C,4 years,MORTGAGE,150000,NJ,18.31,1988,
C,10+ years,OWN,60000,OH,29.94,1995,
C,5 years,MORTGAGE,60000,GA,11.88,2005,
C,6 years,MORTGAGE,40000,TN,21.07,2007,
C,< 1 year,MORTGAGE,60000,NC,20.67,2001,
C,n/a,RENT,40000,FL,11.39,1995,
C,5 years,MORTGAGE,60000,AZ,12.66,2000,
C,10+ years,RENT,40000,TN,26.87,1999,
C,10+ years,MORTGAGE,60000,IL,18.76,2005,
C,4 years,RENT,40000,LA,27.97,2002,
C,8 years,RENT,40000,PA,14.16,1992,
C,10+ years,RENT,15000,TX,10.45,2007,
C,< 1 year,MORTGAGE,60000,MO,36.43,2005,
C,< 1 year,RENT,40000,CO,17.32,2004,
C,n/a,OWN,150000,CA,17.54,1973,
C,9 years,OWN,80000,PA,9.34,2003,
C,4 years,MORTGAGE,125000,WA,16,1995,
C,7 years,RENT,40000,MD,30.13,2010,
C,5 years,RENT,40000,NY,15.79,2009,
C,7 years,RENT,60000,FL,29.6,2004,
C,5 years,MORTGAGE,20000,NY,21.08,2003,
C,10+ years,OWN,40000,PA,19.29,2000,
C,4 years,MORTGAGE,30000,MT,14.83,2007,
C,n/a,MORTGAGE,40000,MO,16.4,2002,
C,9 years,MORTGAGE,80000,NY,29.32,1995,
C,10+ years,RENT,60000,KS,31.13,1995,
C,10+ years,RENT,40000,LA,20.46,1986,
C,8 years,RENT,40000,MI,11.88,1984,
C,< 1 year,RENT,100000,IL,7.52,2001,
C,2 years,MORTGAGE,60000,IL,29.61,1998,
C,2 years,RENT,125000,CA,10.16,2007,
C,6 years,OWN,60000,MI,19.9,2005,
C,< 1 year,RENT,80000,CA,17.76,2008,
C,9 years,MORTGAGE,150000,OH,20.82,1998,
C,10+ years,MORTGAGE,100000,AZ,17.62,1994,
C,7 years,RENT,40000,NY,22.34,2006,
C,< 1 year,MORTGAGE,100000,NC,31.21,2009,
C,10+ years,RENT,30000,FL,8.4,2004,
C,5 years,RENT,40000,CA,20.34,2006,
C,1 year,MORTGAGE,150000,TX,18.23,1997,
C,5 years,RENT,80000,TX,20.89,2010,
C,3 years,RENT,125000,NY,14.64,1991,
C,5 years,MORTGAGE,40000,SC,15.09,2004,
C,10+ years,OWN,100000,NJ,11.26,1998,
C,10+ years,RENT,125000,ME,27.96,1981,
C,< 1 year,MORTGAGE,40000,VA,14.72,2000,
C,6 years,MORTGAGE,150000,OH,25.44,2004,
C,< 1 year,RENT,40000,KS,4.85,2013,
C,10+ years,RENT,60000,WA,33.98,1996,
C,1 year,RENT,30000,KS,5.17,2003,
C,< 1 year,MORTGAGE,100000,CA,29.57,1996,
C,1 year,OWN,40000,TX,21.08,2007,
C,6 years,MORTGAGE,150000,TX,15.83,2005,
C,10+ years,MORTGAGE,60000,MN,21.71,1992,
C,3 years,RENT,30000,NY,11.67,2007,
C,3 years,OWN,150000,TX,7.07,2003,
C,< 1 year,RENT,40000,CO,19.13,2009,
C,7 years,MORTGAGE,40000,VA,31.79,2003,
C,10+ years,RENT,60000,CA,8.41,2000,
C,5 years,OWN,60000,PA,26.32,1999,
C,1 year,MORTGAGE,125000,AZ,26.91,1994,
C,10+ years,MORTGAGE,100000,MD,16.95,1994,
C,10+ years,RENT,40000,MI,12.8,1998,
C,10+ years,MORTGAGE,30000,CA,20.6,2003,
C,8 years,RENT,80000,CA,12.66,1999,
C,8 years,RENT,40000,WA,13.86,2007,
C,n/a,OWN,20000,FL,8.25,2013,
C,5 years,RENT,40000,NY,2.36,2007,
C,1 year,RENT,30000,ND,20.19,2000,
C,8 years,RENT,125000,DC,4.17,1998,
C,3 years,RENT,40000,CA,14.55,2008,
C,4 years,RENT,60000,CA,19.06,2000,
C,10+ years,MORTGAGE,150000,TX,16.46,1992,
C,3 years,RENT,60000,OR,17.58,2004,
C,10+ years,MORTGAGE,80000,CA,9.8,2002,
C,8 years,MORTGAGE,80000,VA,18.92,1987,
C,1 year,MORTGAGE,40000,MD,6.21,2004,
C,4 years,MORTGAGE,125000,CA,7.11,1998,
C,< 1 year,RENT,40000,NV,23.73,2006,
C,3 years,MORTGAGE,100000,FL,21.8,2010,
C,10+ years,MORTGAGE,40000,AR,14.38,2005,
C,1 year,RENT,40000,CA,27.37,2014,
C,10+ years,RENT,40000,ND,18.61,2009,
C,4 years,MORTGAGE,80000,GA,20.66,2006,
C,10+ years,RENT,40000,CA,20.32,1998,
C,10+ years,MORTGAGE,60000,FL,29.8,2005,
C,9 years,RENT,100000,CA,24.12,2002,
C,2 years,RENT,40000,NJ,33.17,2008,
C,1 year,RENT,40000,MN,15.76,2001,
C,< 1 year,MORTGAGE,30000,NY,22.95,2000,
C,3 years,MORTGAGE,80000,NC,17.6,1995,
C,n/a,RENT,15000,NV,18.04,2005,
C,4 years,MORTGAGE,60000,PA,19.64,2002,
C,3 years,RENT,150000,CA,6.03,2005,
C,10+ years,MORTGAGE,40000,LA,23.4,2000,
C,10+ years,RENT,30000,MD,10.25,2006,
C,n/a,MORTGAGE,40000,NY,16.41,1993,
C,10+ years,MORTGAGE,80000,ID,17.19,2004,
C,10+ years,MORTGAGE,80000,NV,17.15,1994,
C,3 years,MORTGAGE,40000,NC,23.74,2005,
C,7 years,MORTGAGE,40000,AZ,16.8,2010,
C,10+ years,OWN,60000,TX,29.31,1997,
C,4 years,RENT,30000,CA,28.68,2006,
C,10+ years,MORTGAGE,60000,MD,14.49,2005,
C,10+ years,MORTGAGE,100000,TX,19.51,2003,
C,10+ years,RENT,30000,RI,27.87,2002,
C,10+ years,RENT,40000,PA,16.15,2000,
C,6 years,MORTGAGE,40000,TX,13.96,2004,
C,10+ years,MORTGAGE,125000,NJ,27.92,1994,
C,10+ years,RENT,40000,OR,23.7,2003,
C,1 year,MORTGAGE,150000,NJ,15.52,2000,
C,1 year,RENT,30000,GA,18.27,2004,
C,n/a,MORTGAGE,80000,CA,27.96,1972,
C,3 years,MORTGAGE,40000,UT,13.06,2008,
C,3 years,RENT,40000,NY,16.51,2010,
C,1 year,RENT,40000,MN,8.79,1993,
C,10+ years,RENT,30000,CA,19.08,1992,
C,8 years,MORTGAGE,125000,CA,17.58,1996,
C,8 years,RENT,40000,IN,17.64,2006,
C,< 1 year,RENT,40000,MA,8.88,2001,
C,10+ years,MORTGAGE,80000,TX,31.56,2002,
C,3 years,RENT,125000,VA,17.66,2006,
C,5 years,MORTGAGE,60000,RI,15.51,2000,
C,10+ years,MORTGAGE,30000,NC,56.71,2006,
C,2 years,RENT,100000,TX,4.23,2003,
C,1 year,OWN,20000,FL,19.1,2003,
C,10+ years,MORTGAGE,40000,FL,25.67,1998,
C,10+ years,OWN,30000,TX,35.75,1990,
C,10+ years,MORTGAGE,150000,AZ,21.53,1998,
C,9 years,MORTGAGE,60000,IL,22.04,2005,
C,< 1 year,RENT,20000,TX,19.06,2002,
C,10+ years,MORTGAGE,80000,PA,28.31,1987,
C,10+ years,RENT,30000,TX,27.61,2009,
C,< 1 year,MORTGAGE,40000,PA,31.4,1999,
C,7 years,OWN,80000,FL,18.61,2001,
C,10+ years,RENT,60000,CA,23.14,2003,
C,10+ years,OWN,60000,NV,19.41,2011,
C,10+ years,OWN,40000,TX,24.95,1991,
C,1 year,RENT,40000,MO,18.94,2007,
C,10+ years,RENT,100000,MD,17.89,2000,
C,4 years,RENT,40000,VT,18.73,2009,
C,9 years,MORTGAGE,150000,TX,19.09,1981,
C,< 1 year,RENT,80000,NJ,19.76,2003,
C,10+ years,MORTGAGE,80000,NJ,12.8,2005,
C,10+ years,OWN,80000,OH,27.79,2000,
C,2 years,MORTGAGE,100000,CA,20.4,2004,
C,10+ years,MORTGAGE,150000,CA,12.58,1993,
C,< 1 year,RENT,40000,NY,6.98,2005,
C,n/a,RENT,30000,MA,19.24,2007,
C,10+ years,RENT,30000,NV,27.3,2007,
C,3 years,MORTGAGE,20000,IL,25.32,2013,
C,10+ years,OWN,40000,PA,20.52,2007,
C,< 1 year,MORTGAGE,60000,IN,36.12,2000,
C,10+ years,MORTGAGE,60000,NV,25.54,1996,
C,10+ years,MORTGAGE,60000,MI,12.9,2001,
C,10+ years,MORTGAGE,150000,TX,26.25,1985,
C,10+ years,RENT,60000,WA,23.18,2004,
C,< 1 year,RENT,60000,CA,21.53,2010,
C,5 years,OWN,60000,NJ,27.22,1993,
C,10+ years,MORTGAGE,100000,TN,19.7,2003,
C,6 years,OWN,40000,HI,49.16,2010,
C,4 years,RENT,100000,CA,25.42,2007,
C,5 years,RENT,30000,IN,11.66,2007,
C,10+ years,MORTGAGE,40000,CA,6.97,1982,
C,3 years,MORTGAGE,150000,TN,2.5,2001,
C,6 years,OWN,80000,GA,12.16,1989,
C,9 years,MORTGAGE,60000,MD,16.86,2006,
C,10+ years,RENT,60000,OH,21.12,2003,
C,10+ years,RENT,60000,NJ,10.53,2004,
C,10+ years,MORTGAGE,80000,TX,29.75,2002,
C,10+ years,MORTGAGE,125000,CA,14.89,1994,
C,10+ years,MORTGAGE,40000,CO,20.39,2000,
C,10+ years,MORTGAGE,125000,MI,32.29,1980,
C,10+ years,MORTGAGE,60000,IL,11.85,2001,
C,9 years,OWN,100000,CA,17.69,2005,
C,10+ years,MORTGAGE,100000,CA,28.21,1982,
C,10+ years,MORTGAGE,60000,IN,15.14,2007,
C,10+ years,MORTGAGE,150000,IL,28.47,1982,
C,< 1 year,MORTGAGE,30000,CT,23.28,1991,
C,4 years,RENT,40000,CA,15.47,2009,
C,10+ years,MORTGAGE,40000,SC,26.9,2006,
C,4 years,MORTGAGE,125000,NJ,21.4,2004,
C,10+ years,RENT,80000,NV,15.46,2002,
C,3 years,MORTGAGE,60000,WI,15.33,2000,
C,6 years,MORTGAGE,150000,NY,5.83,2001,
C,10+ years,MORTGAGE,60000,FL,11.9,1999,
C,3 years,MORTGAGE,40000,ID,10.01,2007,
C,6 years,MORTGAGE,40000,KY,25.9,2008,
C,5 years,OWN,150000,TX,1.67,2001,
C,10+ years,MORTGAGE,60000,NY,23.06,2001,
C,10+ years,MORTGAGE,40000,CT,30.96,2004,
C,3 years,RENT,100000,CA,11.65,2004,
C,3 years,OWN,125000,FL,6.47,2005,
C,2 years,RENT,30000,FL,19.65,2007,
C,10+ years,MORTGAGE,60000,NC,18.88,1986,
C,10+ years,RENT,15000,IN,27.01,2001,
C,6 years,MORTGAGE,20000,NC,21.88,2003,
C,10+ years,OWN,80000,CA,2.94,1967,
C,5 years,MORTGAGE,30000,OH,56.51,2010,
C,10+ years,MORTGAGE,40000,OH,32.93,2002,
C,< 1 year,OWN,40000,VA,8.97,2007,
C,10+ years,MORTGAGE,40000,FL,26.62,1991,
C,8 years,RENT,40000,IL,16.13,2008,
C,2 years,MORTGAGE,150000,MI,23.45,1998,
C,10+ years,MORTGAGE,60000,NC,11.64,2005,
C,< 1 year,RENT,60000,MD,12.89,1996,
C,7 years,MORTGAGE,125000,IL,11.59,1989,
C,n/a,OWN,60000,CA,15.99,1991,
C,3 years,MORTGAGE,30000,OR,15.37,2006,
C,10+ years,MORTGAGE,80000,NY,29.39,1992,
C,n/a,MORTGAGE,60000,MA,27.49,2002,
C,10+ years,MORTGAGE,80000,KS,28.99,1999,
C,5 years,RENT,40000,CA,12.96,2012,
C,9 years,MORTGAGE,80000,NJ,20.83,1991,
C,1 year,RENT,20000,NE,14.18,2008,
C,1 year,RENT,30000,CA,33.01,2012,
C,10+ years,MORTGAGE,80000,OR,19.1,1993,
C,10+ years,MORTGAGE,80000,NY,28.5,2001,
C,< 1 year,RENT,40000,GA,23.25,2004,
C,n/a,OWN,60000,CA,29.08,1993,
C,8 years,MORTGAGE,150000,CA,20.19,2001,
C,5 years,RENT,100000,NV,19.04,1997,
C,1 year,RENT,20000,MN,8.59,2011,
C,3 years,RENT,20000,CA,2.5,2006,
C,10+ years,MORTGAGE,40000,CA,19.56,2004,
C,7 years,MORTGAGE,125000,FL,13.72,1987,
C,10+ years,MORTGAGE,60000,LA,31.57,1983,
C,3 years,MORTGAGE,80000,AL,24.04,1984,
C,4 years,RENT,30000,MA,5.95,2012,
C,9 years,RENT,40000,MA,31.33,2006,
C,n/a,RENT,10000,CA,24.36,1984,
C,n/a,MORTGAGE,30000,AL,16.95,1995,
C,n/a,OWN,40000,VA,23.11,1998,
C,10+ years,MORTGAGE,100000,CA,10.11,2001,
C,9 years,RENT,30000,PA,10.94,2007,
C,10+ years,RENT,30000,NE,11.46,2005,
C,n/a,RENT,40000,MI,22.88,2005,
C,7 years,RENT,20000,PA,23.65,2010,
C,10+ years,RENT,40000,NJ,34.62,2005,
C,n/a,OWN,80000,FL,32.61,1986,
C,3 years,RENT,80000,CA,16.58,2003,
C,10+ years,MORTGAGE,40000,PA,36.4,2004,
C,9 years,MORTGAGE,125000,PA,11.16,1989,
C,10+ years,RENT,100000,IL,18.18,2005,
C,6 years,RENT,40000,OH,21.63,1996,
C,5 years,MORTGAGE,80000,FL,21.63,2005,
C,10+ years,MORTGAGE,40000,MN,29.49,2006,
C,4 years,MORTGAGE,40000,PA,16.72,2000,
C,1 year,RENT,80000,CA,10.4,2005,
C,2 years,RENT,40000,NJ,30.86,1982,
C,3 years,RENT,40000,NY,12.12,2002,
C,2 years,RENT,40000,AZ,23.95,2008,
C,< 1 year,RENT,20000,NY,26.78,2004,
C,< 1 year,RENT,40000,NM,18.53,2003,
C,4 years,RENT,100000,CA,13.2,2000,
C,10+ years,RENT,40000,PA,9.7,2010,
C,10+ years,MORTGAGE,40000,NY,8.36,1998,
C,n/a,MORTGAGE,20000,FL,2.88,1993,
C,10+ years,MORTGAGE,80000,IN,4.18,2011,
C,10+ years,MORTGAGE,100000,NH,12.72,2004,
C,10+ years,MORTGAGE,20000,NC,39.12,2001,
C,2 years,RENT,40000,TX,12.21,2000,
C,2 years,RENT,40000,GA,9.31,2002,
C,3 years,MORTGAGE,60000,KS,10.69,2000,
C,1 year,RENT,20000,MD,20.15,2013,
C,2 years,OWN,30000,MA,9.8,2010,
C,10+ years,RENT,40000,NY,17.8,2003,
C,n/a,NONE,15000,CA,76.77,1989,
C,7 years,RENT,40000,PA,12.59,2012,
C,2 years,RENT,40000,NY,13.55,2011,
C,< 1 year,RENT,100000,VA,11.75,1996,
C,5 years,RENT,80000,NV,11.85,2000,
C,5 years,RENT,30000,CA,14.23,2008,
C,3 years,RENT,100000,CA,7.57,2004,
C,10+ years,MORTGAGE,40000,MD,14.24,1994,
C,5 years,OWN,30000,TX,11.95,1986,
C,n/a,MORTGAGE,80000,MO,24.11,1978,
C,2 years,OWN,80000,SC,23.51,1976,
C,3 years,MORTGAGE,150000,IL,9.6,1994,
C,7 years,RENT,40000,NY,31.2,2010,
C,10+ years,OWN,60000,PA,34.12,1987,
C,7 years,MORTGAGE,60000,GA,16.84,1986,
C,1 year,MORTGAGE,60000,MO,21.69,2006,
C,< 1 year,OWN,15000,FL,25.27,1998,
C,10+ years,RENT,40000,NV,30.26,2003,
C,3 years,MORTGAGE,100000,MI,29.73,2000,
C,2 years,RENT,30000,OH,33.32,2001,
C,10+ years,RENT,80000,OH,24.12,2007,
C,7 years,MORTGAGE,60000,CA,15.04,2005,
C,10+ years,MORTGAGE,80000,TX,1.8,2003,
C,9 years,OWN,30000,KY,6.86,2011,
C,n/a,RENT,100000,CA,18.08,1999,
C,9 years,MORTGAGE,80000,MI,28.16,2008,
C,3 years,RENT,40000,TX,20.31,2007,
C,6 years,RENT,60000,NJ,19.79,1996,
C,5 years,MORTGAGE,100000,MD,5.91,1970,
C,10+ years,MORTGAGE,100000,NJ,15.08,2002,
C,2 years,RENT,60000,CA,20.33,2004,
C,7 years,RENT,60000,NY,21.17,1987,
C,n/a,OWN,30000,FL,15.48,2001,
C,n/a,OWN,20000,MI,27.33,2003,
C,6 years,MORTGAGE,40000,NV,26.84,2003,
C,8 years,MORTGAGE,150000,CA,9.45,2006,
C,10+ years,RENT,40000,AR,29.8,1990,
C,10+ years,RENT,40000,CA,16.08,2000,
C,7 years,RENT,80000,NY,19.06,2007,
C,3 years,RENT,30000,TN,21.64,2004,
C,1 year,RENT,40000,CA,11.18,2000,
C,4 years,RENT,125000,CA,10.83,2003,
C,5 years,RENT,80000,CA,12.17,1998,
C,10+ years,RENT,125000,GA,28.77,1994,
C,n/a,RENT,60000,MN,33.86,1990,
C,10+ years,OWN,100000,GA,13.76,2005,
C,10+ years,RENT,40000,FL,19.35,2012,
C,2 years,RENT,30000,OR,16.69,2006,
C,< 1 year,RENT,80000,VA,17.86,1986,
C,n/a,OWN,20000,MD,17.36,1998,
C,4 years,RENT,60000,MD,1.63,2011,
C,10+ years,MORTGAGE,60000,MS,34.21,2003,
C,2 years,OWN,20000,FL,10.14,2011,
C,10+ years,MORTGAGE,150000,CA,8.81,1998,
C,1 year,RENT,20000,MO,22.9,2008,
C,10+ years,MORTGAGE,40000,LA,33.34,1999,
C,1 year,RENT,80000,TX,16.74,1995,
C,2 years,MORTGAGE,60000,TX,10.78,2010,
C,1 year,MORTGAGE,40000,AL,26.4,2006,
C,2 years,MORTGAGE,40000,NC,20.76,1999,
C,6 years,RENT,100000,PA,19.03,1998,
C,10+ years,RENT,40000,NV,17.1,2006,
C,4 years,RENT,40000,FL,11.35,2001,
C,10+ years,MORTGAGE,30000,SC,20.29,2004,
C,10+ years,MORTGAGE,60000,RI,32.7,2002,
C,10+ years,MORTGAGE,40000,SD,13.44,2001,
C,4 years,RENT,30000,DC,25.17,2005,
C,4 years,RENT,125000,CA,31.88,1999,
C,6 years,MORTGAGE,40000,AR,17.86,1999,
C,10+ years,MORTGAGE,60000,NV,24.31,1984,
C,n/a,MORTGAGE,20000,CA,54.42,2004,
C,< 1 year,RENT,30000,GA,30.15,2008,
C,3 years,RENT,60000,CA,28.85,2009,
C,10+ years,RENT,20000,MS,24.28,1991,
C,3 years,MORTGAGE,125000,NJ,8.02,2002,
C,10+ years,MORTGAGE,100000,NJ,7.21,1993,
C,10+ years,MORTGAGE,40000,OH,16.2,2004,
C,10+ years,RENT,100000,NY,13,1998,
C,10+ years,RENT,40000,FL,22.97,1996,
C,3 years,RENT,40000,RI,25.17,1995,
C,10+ years,MORTGAGE,150000,CA,12.23,1988,
C,10+ years,OWN,80000,NV,7.28,2001,
C,1 year,OWN,30000,MN,21.41,2011,
C,10+ years,MORTGAGE,40000,RI,18.5,2003,
C,3 years,MORTGAGE,40000,PA,12.64,2011,
C,10+ years,OWN,100000,IL,16.66,1991,
C,n/a,RENT,40000,FL,22.69,1976,
C,10+ years,OWN,125000,NY,26.62,2000,
C,n/a,RENT,30000,CA,26.33,2000,
C,6 years,MORTGAGE,150000,NH,14.98,2002,
C,4 years,MORTGAGE,125000,TX,12.59,2011,
C,10+ years,MORTGAGE,100000,TX,24.48,2003,
C,5 years,RENT,150000,TX,10.45,1996,
C,n/a,OWN,10000,FL,25,2000,
C,2 years,MORTGAGE,100000,MI,17.82,1994,
C,10+ years,MORTGAGE,80000,VA,14.01,1988,
C,1 year,RENT,15000,VA,27.97,1995,
C,10+ years,MORTGAGE,40000,NC,29.02,2000,
C,6 years,RENT,10000,IL,19,2005,
C,4 years,MORTGAGE,60000,NY,30.75,2006,
C,10+ years,MORTGAGE,80000,TX,15.1,2001,
C,5 years,MORTGAGE,60000,NC,14.92,2002,
C,10+ years,MORTGAGE,40000,WI,18.15,1998,
C,10+ years,MORTGAGE,60000,IL,10.82,2003,
C,10+ years,MORTGAGE,150000,MS,6.34,1996,
C,5 years,MORTGAGE,80000,OH,29.64,1999,
C,< 1 year,MORTGAGE,40000,PA,15.58,2006,
C,5 years,RENT,15000,OR,11.55,2006,
C,2 years,RENT,60000,IL,6.06,2011,
C,3 years,MORTGAGE,30000,NJ,25.38,2009,
C,10+ years,MORTGAGE,60000,TN,33.1,2005,
C,9 years,RENT,100000,CA,17.73,2004,
C,10+ years,MORTGAGE,100000,MI,21.34,1999,
C,5 years,RENT,150000,IN,6.06,2005,
C,5 years,RENT,60000,GA,28.25,2006,
C,4 years,RENT,80000,CO,15.35,1987,
C,10+ years,MORTGAGE,60000,CA,3.95,2000,
C,5 years,OWN,60000,FL,7.29,2004,
C,2 years,OWN,80000,TX,0.89,1999,
C,10+ years,MORTGAGE,80000,CO,10.16,2007,
C,n/a,MORTGAGE,30000,CA,30.82,1992,
C,< 1 year,MORTGAGE,100000,TX,26.99,2000,
C,10+ years,MORTGAGE,150000,NE,25.29,1984,
C,10+ years,MORTGAGE,60000,FL,22.77,1998,
C,3 years,MORTGAGE,40000,CA,26.68,2002,
C,9 years,RENT,40000,NJ,3.7,2004,
C,2 years,RENT,150000,CA,4.75,2012,
C,2 years,RENT,60000,CA,0.94,2000,
C,n/a,MORTGAGE,40000,NJ,17.31,1992,
C,3 years,MORTGAGE,40000,NC,10.75,2011,
C,7 years,MORTGAGE,100000,NE,24.09,2006,
C,6 years,MORTGAGE,125000,ND,20.15,2002,
C,8 years,MORTGAGE,40000,GA,28.64,2005,
C,< 1 year,MORTGAGE,30000,MN,46.26,2002,
C,10+ years,RENT,40000,NH,21.62,1991,
C,10+ years,MORTGAGE,100000,MI,26.82,2001,
C,10+ years,OWN,30000,OH,19.03,2005,
C,10+ years,MORTGAGE,40000,KY,5.36,2005,
C,2 years,RENT,30000,MI,7.3,1999,
C,10+ years,MORTGAGE,100000,TX,17.61,2004,
C,1 year,RENT,30000,NJ,19.62,2011,
C,9 years,RENT,30000,IL,7.74,2006,
C,10+ years,RENT,20000,CA,21.2,2003,
C,10+ years,MORTGAGE,125000,NY,19.54,1984,
C,3 years,MORTGAGE,30000,MS,32.03,2002,
C,2 years,RENT,30000,NY,16.84,2012,
C,10+ years,RENT,100000,CA,20.92,2000,
C,10+ years,MORTGAGE,80000,WI,31.85,1986,
C,9 years,RENT,30000,FL,4.72,1995,
C,6 years,MORTGAGE,40000,NV,29.73,2001,
C,10+ years,MORTGAGE,80000,TX,4.77,1997,
C,6 years,MORTGAGE,60000,ID,18.3,2005,
C,2 years,RENT,100000,CA,19.53,2003,
C,2 years,RENT,80000,CT,14.94,2008,
C,10+ years,MORTGAGE,80000,NJ,18.82,1998,
C,10+ years,MORTGAGE,150000,NY,16.88,1991,
C,10+ years,RENT,80000,NY,30.78,2003,
C,10+ years,MORTGAGE,80000,GA,19.78,2002,
C,3 years,RENT,40000,CA,29.41,1993,
C,10+ years,RENT,80000,NY,3.95,2013,
C,3 years,RENT,100000,DC,28.3,2001,
C,3 years,RENT,40000,CT,22.3,2008,
C,6 years,RENT,20000,CA,25.61,2008,
C,10+ years,RENT,60000,MI,16.82,2004,
C,10+ years,MORTGAGE,80000,TX,14.19,1994,
C,9 years,RENT,60000,TX,20.82,1995,
C,2 years,RENT,40000,FL,23.3,2002,
C,5 years,MORTGAGE,100000,NJ,24.35,2004,
C,< 1 year,MORTGAGE,40000,PA,23.07,1996,
C,2 years,RENT,125000,CT,3.64,2002,
C,3 years,MORTGAGE,125000,CA,16.7,2003,
C,n/a,RENT,40000,NY,16.61,1999,
C,3 years,MORTGAGE,40000,KS,21.1,2007,
C,6 years,RENT,40000,MN,13.06,2010,
C,5 years,RENT,40000,GA,12.4,2000,
C,7 years,MORTGAGE,60000,TN,15.45,2007,
C,9 years,MORTGAGE,150000,AZ,21.06,2001,
C,9 years,RENT,40000,LA,3.43,1983,
C,1 year,RENT,80000,NY,24.54,2006,
C,1 year,RENT,30000,CA,29.9,2003,
C,10+ years,MORTGAGE,100000,TX,25.35,1990,
C,10+ years,RENT,40000,CA,11.71,2002,
C,4 years,MORTGAGE,80000,NY,14.44,2005,
C,10+ years,MORTGAGE,150000,NC,10.5,2004,
C,10+ years,MORTGAGE,40000,FL,29.06,1996,
C,10+ years,RENT,60000,NY,31.54,2001,
C,10+ years,OWN,40000,MI,20.09,1997,
C,1 year,MORTGAGE,30000,NC,19.38,2006,
C,4 years,RENT,80000,CA,22.33,1994,
C,7 years,RENT,60000,CA,21.77,1997,
C,3 years,RENT,150000,IL,14.13,2005,
C,7 years,RENT,100000,WI,16.33,1972,
C,n/a,RENT,60000,NV,27.52,1976,
C,6 years,MORTGAGE,125000,TX,26.24,1999,
C,2 years,MORTGAGE,60000,WA,12.48,2006,
C,10+ years,MORTGAGE,40000,NM,23.24,1999,
C,10+ years,RENT,60000,IL,24.93,2006,
C,10+ years,OWN,80000,AZ,15.95,1995,
C,2 years,RENT,40000,TX,25.52,2004,
C,10+ years,MORTGAGE,80000,NY,2.24,2007,
C,10+ years,MORTGAGE,100000,WA,20.33,2004,
C,< 1 year,MORTGAGE,100000,NY,29.83,2006,
C,n/a,RENT,20000,FL,34.07,2004,
C,8 years,RENT,80000,UT,23.8,1991,
C,10+ years,RENT,30000,OR,27.54,2002,
C,3 years,OWN,60000,TX,24.96,1996,
C,2 years,RENT,40000,MD,27.48,2006,
C,3 years,RENT,80000,VA,6.24,1988,
C,< 1 year,MORTGAGE,20000,NC,22.36,2003,
C,1 year,RENT,30000,FL,12.39,2007,
C,6 years,MORTGAGE,80000,FL,22.46,2004,
C,6 years,MORTGAGE,30000,FL,27.63,2014,
C,6 years,MORTGAGE,150000,FL,9.03,1979,
