grade,emp_length,home_ownership,income,state,debt to income,earliest credit
C,6 years,OWN,40000,ID,6,2001
C,10+ years,MORTGAGE,150000,IN,13,2000
A,4 years,MORTGAGE,40000,GA,3,2003
C,10+ years,MORTGAGE,60000,MD,16,2006
C,3 years,RENT,40000,MA,19,2013
C,10+ years,RENT,40000,NM,15,1994
C,6 years,OWN,60000,PA,27,2003
C,7 years,RENT,60000,NY,29,1998
C,10+ years,MORTGAGE,40000,DE,23,1998
C,2 years,OWN,30000,PA,24,2004
C,2 years,RENT,100000,MA,30,2001
A,10+ years,MORTGAGE,150000,CA,21,1983
C,< 1 year,OWN,40000,SD,14,1994
C,6 years,MORTGAGE,80000,TX,6,2007
C,10+ years,MORTGAGE,100000,MI,29,1994
A,8 years,RENT,40000,NY,8,2013
C,10+ years,RENT,60000,NY,31,1989
C,5 years,MORTGAGE,100000,TN,16,2005
C,10+ years,MORTGAGE,100000,AL,28,1999
C,10+ years,MORTGAGE,80000,MN,4,2004
C,2 years,RENT,60000,CA,22,1996
C,5 years,RENT,80000,NY,17,2004
C,10+ years,RENT,60000,OH,23,2003
C,10+ years,RENT,40000,SC,12,1993
C,n/a,OWN,60000,CA,22,1995
A,2 years,RENT,60000,MA,9,2001
C,6 years,RENT,80000,VA,17,2004
C,2 years,MORTGAGE,40000,IN,21,2004
A,9 years,MORTGAGE,150000,CA,11,1997
C,9 years,OWN,30000,NJ,15,1988
A,1 year,MORTGAGE,100000,GA,23,2006
C,9 years,OWN,40000,CA,12,2005
C,2 years,RENT,60000,MD,19,2006
C,6 years,OWN,40000,NJ,20,1997
C,10+ years,RENT,100000,VA,30,1994
C,10+ years,MORTGAGE,80000,WA,34,2000
C,2 years,OWN,60000,GA,31,2006
C,9 years,OWN,30000,FL,19,2008
C,5 years,RENT,40000,FL,80,1999
A,4 years,MORTGAGE,100000,TX,13,2000
C,4 years,RENT,40000,FL,27,2005
A,10+ years,RENT,20000,CA,18,2007
C,< 1 year,OWN,40000,FL,28,2006
C,n/a,RENT,40000,MD,15,1998
C,1 year,OWN,10000,TX,15,2011
C,7 years,MORTGAGE,60000,PA,3,2004
A,10+ years,MORTGAGE,150000,FL,14,2010
C,10+ years,MORTGAGE,80000,TN,15,1999
C,n/a,RENT,30000,CA,2,2011
C,4 years,RENT,80000,CO,15,1987
C,4 years,MORTGAGE,40000,IL,32,2005
A,6 years,RENT,100000,IL,8,2009
C,7 years,MORTGAGE,80000,GA,23,2002
A,7 years,OWN,40000,FL,13,1993
C,10+ years,MORTGAGE,80000,PA,21,1997
C,2 years,MORTGAGE,80000,OK,25,2002
C,10+ years,RENT,40000,IL,7,2000
C,< 1 year,MORTGAGE,40000,OH,23,2004
C,2 years,MORTGAGE,150000,CO,15,1992
C,6 years,RENT,40000,PA,24,2011
C,10+ years,MORTGAGE,100000,GA,17,2001
A,10+ years,MORTGAGE,30000,FL,12,2000
A,5 years,MORTGAGE,100000,PA,17,1979
C,5 years,MORTGAGE,30000,NC,4,2005
C,10+ years,MORTGAGE,150000,KY,24,1987
C,10+ years,RENT,150000,PA,17,1998
C,3 years,OWN,100000,NY,30,1993
C,10+ years,MORTGAGE,60000,NJ,16,2002
A,10+ years,MORTGAGE,40000,IL,25,1987
A,10+ years,MORTGAGE,150000,CA,9,1992
A,2 years,OWN,125000,CO,9,1996
A,10+ years,MORTGAGE,30000,FL,17,1998
C,n/a,RENT,40000,AZ,12,1994
C,10+ years,MORTGAGE,40000,TN,17,1995
A,10+ years,OWN,100000,NY,6,1994
A,10+ years,MORTGAGE,60000,OH,9,1996
C,9 years,RENT,40000,FL,27,2007
C,3 years,RENT,60000,CA,16,2006
C,5 years,RENT,40000,CA,32,1995
C,10+ years,MORTGAGE,80000,VA,12,1983
C,5 years,MORTGAGE,40000,LA,18,2013
A,2 years,MORTGAGE,60000,GA,14,1993
A,10+ years,RENT,20000,CA,24,2006
C,3 years,MORTGAGE,40000,FL,34,2000
C,10+ years,MORTGAGE,80000,NJ,17,1986
A,3 years,RENT,60000,WA,15,2005
C,10+ years,RENT,40000,PA,12,2004
C,8 years,RENT,100000,FL,15,2001
C,< 1 year,RENT,150000,MD,7,2004
C,10+ years,RENT,100000,AZ,33,1997
C,2 years,RENT,40000,NJ,19,1984
A,10+ years,MORTGAGE,10000,OH,75,2000
A,5 years,MORTGAGE,100000,KY,12,2003
C,3 years,MORTGAGE,60000,TX,34,2004
A,2 years,MORTGAGE,150000,CA,7,1988
C,< 1 year,MORTGAGE,125000,WI,9,1972
A,< 1 year,RENT,20000,WA,14,1982
A,10+ years,MORTGAGE,40000,TX,17,2000
C,10+ years,RENT,100000,NY,15,1998
C,4 years,MORTGAGE,125000,NY,11,1997
C,4 years,OWN,30000,CA,17,2006
C,4 years,RENT,40000,NV,23,2012
C,3 years,MORTGAGE,60000,GA,14,1996
C,8 years,RENT,60000,OH,16,2005
A,5 years,MORTGAGE,60000,PA,9,2005
C,2 years,MORTGAGE,40000,NE,44,2000
A,3 years,MORTGAGE,60000,GA,27,2000
C,2 years,RENT,100000,TX,16,2009
C,< 1 year,RENT,40000,PA,11,2010
C,10+ years,MORTGAGE,80000,NC,17,2004
C,10+ years,MORTGAGE,60000,NV,29,2004
C,9 years,MORTGAGE,30000,CA,28,2008
C,n/a,RENT,40000,NJ,27,2006
C,< 1 year,MORTGAGE,40000,CA,4,2006
C,6 years,RENT,40000,NE,10,2008
C,n/a,RENT,10000,CT,33,1990
C,1 year,MORTGAGE,100000,NY,22,1990
C,8 years,MORTGAGE,30000,RI,17,2006
C,10+ years,MORTGAGE,100000,KS,30,1997
C,3 years,MORTGAGE,40000,IL,16,2004
C,10+ years,MORTGAGE,80000,OH,21,2003
A,10+ years,RENT,60000,MA,13,1996
A,3 years,RENT,60000,CO,20,2004
C,5 years,RENT,40000,AZ,27,1991
A,7 years,RENT,150000,VA,20,1992
C,7 years,MORTGAGE,100000,AZ,11,2006
C,2 years,OWN,60000,CT,15,1997
C,10+ years,MORTGAGE,20000,ID,12,2003
C,< 1 year,MORTGAGE,60000,TX,22,1999
C,1 year,RENT,60000,CA,18,2008
A,10+ years,RENT,60000,CA,7,1989
A,2 years,MORTGAGE,60000,TX,1,2005
C,10+ years,RENT,100000,NY,19,1996
C,10+ years,MORTGAGE,60000,RI,33,2002
C,10+ years,RENT,150000,CA,12,2011
C,< 1 year,MORTGAGE,125000,CA,8,2005
C,10+ years,MORTGAGE,100000,MD,31,1998
C,5 years,RENT,60000,CA,17,2006
C,8 years,MORTGAGE,150000,TN,9,2009
A,4 years,MORTGAGE,80000,OH,8,1995
C,7 years,MORTGAGE,10000,CA,63,1997
A,10+ years,MORTGAGE,60000,NY,9,1998
C,1 year,RENT,40000,NY,27,2008
C,4 years,MORTGAGE,60000,UT,9,1978
A,10+ years,OWN,80000,MO,13,2004
A,10+ years,MORTGAGE,40000,NH,34,1989
C,10+ years,RENT,30000,FL,25,2006
C,6 years,MORTGAGE,80000,TX,30,1991
C,10+ years,RENT,60000,FL,9,2006
C,5 years,MORTGAGE,60000,TN,19,2002
C,10+ years,RENT,80000,FL,17,2012
A,1 year,MORTGAGE,125000,IN,22,2003
C,2 years,RENT,40000,NY,24,1996
C,10+ years,RENT,30000,MA,4,2013
C,10+ years,OWN,60000,HI,10,2004
A,< 1 year,RENT,60000,WI,25,2008
C,3 years,OWN,40000,CT,34,1996
A,10+ years,MORTGAGE,40000,FL,8,2005
C,8 years,RENT,60000,IL,13,2000
C,10+ years,MORTGAGE,40000,NC,15,2003
C,3 years,RENT,30000,IN,14,2003
C,< 1 year,RENT,150000,CA,5,2007
C,2 years,MORTGAGE,60000,NC,25,1995
C,1 year,RENT,30000,OK,20,2012
C,< 1 year,RENT,15000,WA,21,2012
C,6 years,MORTGAGE,150000,SC,19,2000
A,10+ years,MORTGAGE,150000,ME,16,1993
C,10+ years,MORTGAGE,40000,WI,23,1999
A,10+ years,OWN,40000,OH,28,2002
C,4 years,MORTGAGE,40000,TX,12,2006
C,10+ years,MORTGAGE,30000,MO,25,2005
C,< 1 year,RENT,40000,FL,26,2006
C,10+ years,MORTGAGE,60000,FL,26,2010
C,10+ years,RENT,80000,IN,23,1998
C,10+ years,MORTGAGE,60000,MI,19,2004
A,9 years,MORTGAGE,100000,OH,6,1999
C,10+ years,MORTGAGE,40000,FL,34,2000
C,2 years,RENT,60000,CA,12,2008
C,10+ years,MORTGAGE,150000,MS,12,1989
A,10+ years,MORTGAGE,100000,IL,15,1986
C,4 years,OWN,40000,TX,25,2003
C,10+ years,MORTGAGE,40000,LA,19,1989
C,1 year,MORTGAGE,100000,MD,21,2001
C,10+ years,MORTGAGE,40000,LA,31,1997
A,10+ years,MORTGAGE,100000,NJ,8,2004
A,10+ years,MORTGAGE,125000,VA,9,2001
C,< 1 year,RENT,30000,MO,41,1987
A,n/a,MORTGAGE,40000,KS,21,1975
C,2 years,RENT,30000,PA,4,2013
C,10+ years,RENT,30000,CA,29,1996
C,< 1 year,RENT,20000,CA,32,2009
A,2 years,MORTGAGE,125000,TX,13,1982
C,< 1 year,MORTGAGE,150000,CA,17,2003
C,10+ years,OWN,40000,OH,27,2001
C,5 years,MORTGAGE,100000,OK,27,2000
C,< 1 year,RENT,80000,NE,11,1998
C,< 1 year,RENT,60000,TX,21,1994
C,9 years,RENT,80000,OK,20,1997
A,10+ years,MORTGAGE,60000,MN,22,2007
A,2 years,MORTGAGE,150000,CA,13,1995
A,2 years,OWN,40000,CO,30,2007
A,4 years,MORTGAGE,30000,SC,24,2005
C,n/a,RENT,20000,NH,27,2008
C,10+ years,RENT,40000,NV,17,2006
A,8 years,MORTGAGE,80000,AZ,27,1992
A,10+ years,RENT,40000,NJ,12,2007
C,10+ years,OWN,80000,CA,12,1993
A,< 1 year,MORTGAGE,30000,AR,22,2006
A,10+ years,RENT,60000,CA,29,2004
C,10+ years,MORTGAGE,150000,PA,10,1991
C,10+ years,MORTGAGE,60000,IL,3,2011
C,n/a,RENT,10000,FL,26,2000
C,6 years,RENT,20000,MI,5,2002
C,5 years,MORTGAGE,30000,OH,8,1992
C,10+ years,OWN,60000,AR,31,1997
A,1 year,RENT,60000,NJ,20,1999
A,< 1 year,MORTGAGE,60000,MI,11,2007
C,< 1 year,RENT,40000,NV,16,2005
C,6 years,MORTGAGE,100000,OK,13,2004
C,10+ years,RENT,60000,CA,8,1988
C,10+ years,RENT,80000,IL,12,2001
A,< 1 year,RENT,60000,CA,9,2005
A,10+ years,MORTGAGE,125000,NJ,22,1994
A,1 year,OWN,60000,NJ,18,2005
C,6 years,RENT,40000,CA,22,2001
C,10+ years,MORTGAGE,40000,NC,40,2000
A,8 years,RENT,100000,CA,15,2006
C,3 years,RENT,80000,CT,23,2004
C,3 years,OWN,60000,AZ,21,2001
C,3 years,MORTGAGE,60000,MI,20,2003
C,n/a,RENT,30000,MA,3,2004
A,10+ years,RENT,30000,NY,6,2007
C,< 1 year,MORTGAGE,100000,CA,23,2004
C,n/a,MORTGAGE,60000,MA,20,1972
A,9 years,OWN,40000,FL,3,2011
C,10+ years,MORTGAGE,100000,NV,13,2002
C,10+ years,OWN,30000,PA,20,1995
A,8 years,MORTGAGE,150000,IN,4,1998
C,5 years,RENT,20000,GA,18,2003
C,n/a,OWN,40000,TX,13,2000
A,< 1 year,MORTGAGE,60000,NC,23,2005
A,3 years,RENT,80000,TX,19,2007
C,n/a,OWN,60000,CT,24,1977
C,2 years,MORTGAGE,80000,TX,19,1994
C,2 years,RENT,100000,OH,12,2010
C,4 years,OWN,40000,NY,32,2001
A,10+ years,RENT,40000,FL,3,2008
C,9 years,MORTGAGE,80000,TX,15,2002
C,10+ years,RENT,40000,NY,21,2000
A,2 years,MORTGAGE,60000,MA,9,1987
C,4 years,MORTGAGE,80000,NJ,17,2003
C,8 years,MORTGAGE,40000,NJ,23,1985
C,10+ years,RENT,40000,NJ,28,2006
C,10+ years,MORTGAGE,125000,VA,17,1988
A,10+ years,RENT,80000,FL,10,2006
C,10+ years,MORTGAGE,60000,FL,21,1994
C,10+ years,RENT,80000,NJ,9,1990
A,3 years,MORTGAGE,80000,CA,31,1985
C,5 years,MORTGAGE,60000,IL,15,1997
C,1 year,RENT,20000,GA,20,2002
C,1 year,RENT,40000,OH,18,2006
C,3 years,RENT,40000,CT,14,2004
C,< 1 year,MORTGAGE,40000,TX,28,2005
A,10+ years,OWN,80000,PA,20,1999
C,3 years,MORTGAGE,15000,WA,11,2003
C,10+ years,MORTGAGE,60000,AR,25,1991
A,4 years,MORTGAGE,60000,CT,19,1999
C,7 years,RENT,80000,FL,7,2005
A,3 years,RENT,100000,CA,9,2003
C,10+ years,MORTGAGE,125000,MD,12,2001
C,3 years,MORTGAGE,40000,TX,16,2003
A,4 years,MORTGAGE,30000,CA,25,1998
C,4 years,RENT,30000,FL,22,2013
C,< 1 year,MORTGAGE,20000,CA,45,2010
A,10+ years,MORTGAGE,60000,OK,19,2006
C,6 years,RENT,150000,TX,14,2007
A,4 years,RENT,80000,GA,28,2003
C,4 years,MORTGAGE,40000,IN,14,2008
C,2 years,RENT,40000,TX,12,2010
A,10+ years,MORTGAGE,125000,NY,8,2001
A,7 years,MORTGAGE,40000,CA,23,2005
C,10+ years,MORTGAGE,150000,VA,20,1990
C,< 1 year,MORTGAGE,10000,OK,29,2003
A,10+ years,MORTGAGE,60000,CA,1,2000
C,7 years,MORTGAGE,60000,CT,9,2002
C,< 1 year,MORTGAGE,80000,FL,22,2002
C,5 years,MORTGAGE,30000,IN,28,2011
A,n/a,RENT,20000,NC,5,2000
A,10+ years,MORTGAGE,100000,IL,6,1995
C,10+ years,MORTGAGE,125000,WA,32,1995
C,10+ years,MORTGAGE,150000,MS,16,2004
A,10+ years,MORTGAGE,100000,IL,24,1995
C,8 years,MORTGAGE,60000,AL,16,2006
C,5 years,RENT,60000,MD,25,2003
C,< 1 year,MORTGAGE,60000,CA,2,2000
C,n/a,RENT,40000,AZ,20,2010
C,10+ years,MORTGAGE,100000,MI,3,2005
C,2 years,RENT,40000,NM,23,2011
A,10+ years,MORTGAGE,80000,DC,20,1985
A,5 years,MORTGAGE,150000,DE,8,2000
C,< 1 year,OWN,100000,FL,25,2006
C,10+ years,MORTGAGE,100000,FL,22,2005
C,10+ years,RENT,80000,NC,30,1998
C,10+ years,MORTGAGE,60000,KY,12,2002
C,10+ years,MORTGAGE,60000,MI,26,1994
A,10+ years,OWN,60000,NY,16,2004
C,2 years,RENT,40000,MA,15,2007
C,4 years,MORTGAGE,150000,NJ,14,1997
C,10+ years,RENT,40000,CA,23,1995
C,< 1 year,MORTGAGE,30000,WI,31,2005
A,10+ years,MORTGAGE,80000,CA,5,2004
C,< 1 year,MORTGAGE,30000,PA,35,1998
A,5 years,RENT,30000,WA,25,2000
A,3 years,RENT,150000,NY,13,2004
C,10+ years,MORTGAGE,80000,IN,11,1998
C,5 years,RENT,60000,VA,24,1987
C,1 year,MORTGAGE,40000,FL,18,1996
C,10+ years,OWN,80000,OH,12,1979
C,1 year,RENT,60000,FL,11,2004
C,2 years,MORTGAGE,150000,AL,30,2007
C,7 years,OWN,125000,TX,19,2006
C,< 1 year,RENT,40000,NY,20,2004
C,10+ years,MORTGAGE,100000,MI,27,2007
A,9 years,MORTGAGE,40000,PA,29,2004
A,7 years,RENT,100000,PA,4,2001
A,n/a,MORTGAGE,20000,SC,14,1976
C,< 1 year,MORTGAGE,80000,TX,20,2012
C,7 years,MORTGAGE,150000,TX,7,1987
C,10+ years,RENT,80000,MD,19,2001
A,6 years,MORTGAGE,80000,TX,9,2006
C,4 years,RENT,40000,VA,35,2007
C,10+ years,MORTGAGE,150000,TX,21,2000
C,< 1 year,OWN,40000,NC,45,1995
C,4 years,RENT,80000,PA,23,1999
C,10+ years,MORTGAGE,20000,NC,25,2010
C,10+ years,MORTGAGE,100000,MI,22,1990
C,6 years,RENT,60000,CO,13,2012
A,2 years,RENT,100000,NY,9,2009
C,10+ years,MORTGAGE,60000,IL,21,2004
C,10+ years,MORTGAGE,80000,IL,30,2000
C,7 years,MORTGAGE,60000,ND,15,2012
A,7 years,MORTGAGE,80000,VA,8,1995
C,< 1 year,MORTGAGE,40000,IL,29,2006
A,< 1 year,MORTGAGE,150000,IL,10,2002
C,10+ years,MORTGAGE,100000,CT,16,2007
C,10+ years,OWN,40000,MA,29,2005
C,10+ years,MORTGAGE,125000,MD,34,1995
C,2 years,RENT,60000,PA,33,1999
A,2 years,MORTGAGE,60000,NY,27,1997
C,5 years,RENT,100000,VA,16,2007
C,10+ years,RENT,40000,IL,33,2000
A,10+ years,RENT,40000,MD,6,2000
A,7 years,MORTGAGE,80000,GA,26,2002
A,10+ years,MORTGAGE,150000,TX,12,2004
C,10+ years,MORTGAGE,60000,KY,10,1995
C,< 1 year,RENT,40000,NJ,28,2000
C,5 years,RENT,125000,OR,15,1984
C,3 years,RENT,10000,CA,25,2014
C,10+ years,MORTGAGE,80000,VA,20,1989
A,10+ years,MORTGAGE,100000,RI,7,2004
A,1 year,RENT,100000,CA,11,1989
C,4 years,OWN,40000,CT,6,2013
A,1 year,RENT,40000,TX,17,2002
C,3 years,RENT,40000,HI,19,2004
C,1 year,MORTGAGE,80000,TX,14,1991
C,3 years,MORTGAGE,100000,GA,13,2001
C,6 years,RENT,40000,WA,19,1994
C,10+ years,MORTGAGE,60000,MA,20,1969
C,10+ years,RENT,60000,MO,19,1994
C,6 years,MORTGAGE,40000,KY,26,2008
C,< 1 year,MORTGAGE,30000,MA,56,2005
C,10+ years,OWN,30000,MI,20,2007
C,10+ years,MORTGAGE,80000,TX,5,2006
A,2 years,MORTGAGE,30000,OR,12,2007
A,< 1 year,OWN,80000,NY,16,1997
C,3 years,RENT,100000,DC,12,1995
C,1 year,MORTGAGE,40000,MN,13,1995
C,4 years,RENT,20000,FL,10,2013
C,< 1 year,RENT,20000,VA,23,2012
A,4 years,MORTGAGE,15000,IN,27,1999
A,n/a,RENT,60000,OR,14,1989
C,5 years,MORTGAGE,60000,CT,21,2001
A,4 years,RENT,60000,TX,12,2001
C,6 years,MORTGAGE,40000,MO,31,2002
C,5 years,RENT,40000,NY,4,2001
A,10+ years,MORTGAGE,100000,PA,16,2002
A,10+ years,MORTGAGE,125000,FL,16,1992
C,< 1 year,MORTGAGE,60000,WA,16,1993
A,9 years,MORTGAGE,80000,TX,20,1998
C,4 years,RENT,80000,CA,7,2006
C,10+ years,MORTGAGE,150000,NY,9,1999
C,5 years,MORTGAGE,40000,TN,17,2005
C,7 years,RENT,30000,FL,18,2004
C,4 years,OWN,40000,NY,21,2013
C,10+ years,MORTGAGE,40000,FL,33,1998
C,5 years,OWN,40000,CA,18,1968
C,6 years,RENT,40000,CA,9,2011
C,10+ years,MORTGAGE,80000,NJ,9,2008
C,9 years,MORTGAGE,150000,MN,9,1999
A,2 years,RENT,40000,CA,13,2003
C,10+ years,MORTGAGE,30000,NJ,20,2004
C,1 year,MORTGAGE,80000,NC,33,2003
A,6 years,OWN,80000,MN,12,1991
A,10+ years,MORTGAGE,40000,KS,13,1999
C,10+ years,MORTGAGE,30000,PA,26,2004
A,10+ years,RENT,80000,NV,19,2003
A,10+ years,MORTGAGE,40000,NC,15,1999
C,n/a,RENT,30000,CA,23,1999
C,10+ years,MORTGAGE,60000,TX,10,1991
C,8 years,MORTGAGE,60000,AR,29,1986
C,< 1 year,MORTGAGE,60000,OK,17,2007
A,2 years,RENT,40000,CO,21,2005
A,3 years,RENT,150000,NY,14,2001
A,< 1 year,RENT,100000,OR,6,1986
C,4 years,RENT,60000,VA,18,1999
C,10+ years,MORTGAGE,100000,IN,17,1996
A,4 years,RENT,80000,CA,23,1996
A,4 years,RENT,40000,OK,15,2009
C,2 years,OWN,60000,MT,15,1995
C,3 years,MORTGAGE,40000,CT,31,2003
A,10+ years,MORTGAGE,150000,MD,11,2001
C,< 1 year,RENT,100000,ID,24,2001
A,5 years,RENT,30000,NJ,14,1992
C,< 1 year,MORTGAGE,40000,CO,15,2009
C,2 years,RENT,30000,OH,12,2009
A,6 years,RENT,80000,IL,10,2007
C,10+ years,MORTGAGE,150000,GA,10,1999
A,5 years,RENT,150000,NY,6,2006
A,7 years,MORTGAGE,125000,CA,22,2007
C,3 years,RENT,30000,UT,13,2007
A,n/a,MORTGAGE,80000,CA,8,1976
A,4 years,RENT,80000,NJ,11,2005
A,10+ years,MORTGAGE,60000,PA,27,2008
C,< 1 year,MORTGAGE,30000,AZ,49,2005
A,7 years,MORTGAGE,125000,TX,12,2001
C,< 1 year,MORTGAGE,30000,NE,5,2003
A,3 years,OWN,40000,NJ,22,2008
C,2 years,RENT,40000,IL,19,2008
A,5 years,RENT,125000,DC,6,2002
C,10+ years,OWN,40000,ME,15,2001
C,4 years,OWN,80000,NY,9,2001
C,< 1 year,RENT,60000,CO,14,2013
A,4 years,MORTGAGE,40000,CT,26,2002
C,1 year,MORTGAGE,60000,TN,35,2007
C,2 years,MORTGAGE,150000,TX,13,1987
A,2 years,MORTGAGE,80000,IL,12,1983
C,< 1 year,RENT,20000,NY,22,2005
C,10+ years,MORTGAGE,40000,OH,12,2007
C,< 1 year,RENT,20000,NJ,10,2011
A,6 years,RENT,150000,VA,4,2005
C,n/a,MORTGAGE,80000,CA,28,2009
C,10+ years,MORTGAGE,125000,GA,15,1996
A,10+ years,MORTGAGE,80000,WA,8,2004
A,4 years,MORTGAGE,100000,NJ,6,1994
C,4 years,RENT,60000,CA,12,2000
C,2 years,MORTGAGE,40000,MN,5,1990
A,5 years,OWN,60000,PA,18,1994
C,10+ years,RENT,80000,NY,18,2007
C,3 years,RENT,80000,GA,14,2011
C,4 years,RENT,40000,NY,5,2013
C,< 1 year,OWN,80000,WI,18,2004
A,10+ years,MORTGAGE,60000,WA,8,1998
C,6 years,OWN,40000,RI,24,2003
C,3 years,OWN,15000,MO,6,2013
A,10+ years,OWN,125000,NJ,15,2001
C,10+ years,MORTGAGE,60000,LA,14,2006
C,4 years,MORTGAGE,100000,CA,9,2003
C,10+ years,MORTGAGE,80000,WY,19,1994
C,4 years,OWN,125000,IL,21,1996
A,n/a,MORTGAGE,40000,TX,8,1976
A,10+ years,MORTGAGE,150000,NY,22,1982
C,2 years,RENT,60000,FL,23,2004
C,10+ years,MORTGAGE,30000,KS,20,2010
A,10+ years,MORTGAGE,100000,CA,13,1991
C,10+ years,RENT,100000,MD,20,2001
A,10+ years,MORTGAGE,40000,CA,29,1990
A,10+ years,MORTGAGE,80000,TX,22,1990
C,6 years,MORTGAGE,80000,GA,12,2000
C,10+ years,MORTGAGE,80000,IL,15,1997
A,10+ years,RENT,30000,MN,22,2012
C,4 years,OWN,30000,FL,25,2008
A,< 1 year,RENT,60000,CO,19,2006
C,5 years,MORTGAGE,40000,FL,10,2013
C,3 years,MORTGAGE,80000,TX,35,1988
C,5 years,RENT,40000,CA,9,2006
C,3 years,RENT,40000,MI,20,2004
A,10+ years,MORTGAGE,40000,CO,34,1992
C,10+ years,RENT,80000,GA,30,2006
C,10+ years,OWN,40000,LA,13,2005
A,10+ years,MORTGAGE,60000,GA,22,1985
C,1 year,RENT,30000,CA,17,2004
C,5 years,RENT,100000,NJ,26,2002
C,7 years,OWN,80000,OH,14,2007
C,9 years,MORTGAGE,100000,AZ,32,1995
A,6 years,MORTGAGE,40000,NY,11,1995
A,n/a,OWN,40000,FL,17,1965
A,10+ years,MORTGAGE,125000,NJ,6,2002
C,10+ years,MORTGAGE,100000,TN,18,2006
C,2 years,RENT,40000,NC,14,2007
A,7 years,MORTGAGE,40000,FL,17,2007
C,< 1 year,RENT,60000,CA,10,2006
C,10+ years,MORTGAGE,40000,VT,30,2005
C,10+ years,RENT,40000,NY,12,2004
C,9 years,RENT,80000,NY,10,2006
C,9 years,MORTGAGE,30000,NV,27,2005
C,n/a,MORTGAGE,20000,AL,9,2002
C,4 years,MORTGAGE,60000,CA,20,2006
C,4 years,OWN,30000,FL,16,2006
C,1 year,RENT,40000,GA,22,2004
C,10+ years,RENT,40000,MI,21,1994
C,10+ years,RENT,40000,FL,33,2009
C,n/a,RENT,60000,NC,20,2004
C,2 years,RENT,30000,TX,17,2014
C,3 years,MORTGAGE,60000,NY,10,2000
C,9 years,RENT,60000,FL,9,2004
C,7 years,RENT,80000,NY,29,1996
A,3 years,MORTGAGE,150000,CO,7,2000
C,3 years,MORTGAGE,80000,AL,23,1989
C,3 years,OWN,100000,TX,25,2009
C,2 years,RENT,30000,MA,21,2009
C,10+ years,MORTGAGE,40000,PA,33,1998
A,2 years,OWN,30000,FL,6,2001
A,9 years,RENT,30000,AZ,27,2005
C,8 years,OWN,80000,MI,14,2002
A,10+ years,MORTGAGE,125000,PA,13,2001
A,1 year,OWN,40000,CA,26,2007
A,5 years,MORTGAGE,125000,VA,7,1997
C,n/a,MORTGAGE,40000,VA,26,2006
A,10+ years,OWN,100000,AZ,9,1997
A,10+ years,RENT,80000,TN,8,2004
C,3 years,RENT,80000,FL,10,2010
C,5 years,RENT,20000,NY,26,2004
C,5 years,OWN,30000,KY,24,1997
C,10+ years,OWN,30000,OH,10,2003
A,10+ years,MORTGAGE,80000,FL,8,1993
C,10+ years,MORTGAGE,60000,OK,23,2002
C,10+ years,MORTGAGE,80000,CA,12,1995
C,< 1 year,RENT,20000,FL,29,2008
C,< 1 year,MORTGAGE,60000,WI,39,1989
C,< 1 year,RENT,40000,NH,21,2011
C,3 years,MORTGAGE,40000,IN,17,2012
C,10+ years,MORTGAGE,100000,IL,19,2003
A,10+ years,MORTGAGE,150000,CA,13,2004
C,10+ years,MORTGAGE,80000,WA,18,1998
C,10+ years,MORTGAGE,60000,TX,15,1997
C,10+ years,OWN,100000,MO,16,2002
C,2 years,RENT,40000,NJ,3,2004
C,< 1 year,RENT,40000,KS,5,2013
A,4 years,MORTGAGE,150000,CA,13,2000
C,5 years,OWN,60000,IN,23,2004
A,3 years,MORTGAGE,30000,NC,13,2005
C,1 year,RENT,30000,TN,3,2006
A,8 years,MORTGAGE,40000,FL,16,2002
C,8 years,MORTGAGE,60000,TX,27,1999
C,10+ years,MORTGAGE,30000,GA,34,1989
A,10+ years,MORTGAGE,40000,NE,19,2002
A,< 1 year,MORTGAGE,40000,NY,33,1999
C,4 years,MORTGAGE,40000,FL,20,1993
A,10+ years,MORTGAGE,30000,OH,19,1988
C,10+ years,MORTGAGE,40000,FL,21,2008
C,10+ years,MORTGAGE,60000,GA,20,1980
C,2 years,OWN,40000,CA,27,1999
A,10+ years,MORTGAGE,80000,MD,12,2004
C,7 years,RENT,40000,NY,21,2004
C,n/a,RENT,60000,TN,22,1993
C,10+ years,MORTGAGE,80000,NJ,23,1981
C,10+ years,RENT,60000,CA,23,1989
C,6 years,MORTGAGE,150000,MA,6,2001
A,6 years,RENT,40000,CA,10,2007
C,< 1 year,OWN,20000,FL,21,1996
C,5 years,RENT,40000,UT,10,2010
A,4 years,MORTGAGE,80000,AR,33,2007
C,< 1 year,MORTGAGE,125000,CA,27,2002
C,6 years,MORTGAGE,40000,OK,11,2008
C,3 years,RENT,40000,TX,26,2001
C,1 year,RENT,60000,GA,21,1991
C,10+ years,MORTGAGE,150000,MN,10,2006
A,< 1 year,MORTGAGE,40000,IL,12,2002
C,7 years,MORTGAGE,80000,NJ,45,1990
A,2 years,RENT,30000,CA,7,2005
C,4 years,MORTGAGE,80000,ND,16,2005
C,< 1 year,MORTGAGE,60000,NC,10,1999
C,6 years,RENT,40000,NY,23,1991
C,1 year,RENT,30000,OH,18,2004
A,3 years,RENT,60000,IL,33,2005
A,10+ years,RENT,60000,CA,1,2001
C,10+ years,RENT,80000,GA,11,1997
C,< 1 year,MORTGAGE,60000,TX,32,2001
A,7 years,RENT,80000,CA,17,1990
C,8 years,MORTGAGE,100000,AL,13,1987
